periodo_ini,periodo_fin,lic_distintas,lic_con_oc,pct_lic_con_oc,oc_distintas,oc_con_lic,pct_oc_con_lic,mediana_oc_por_lic,mediana_lic_por_oc
2024-09,2025-10,136119,13716,10.08,2070139,786669,38.0,1.0,0.0
